CourseId,Review,Label
3d-printing-applications,I'll start by saying that this course gives a good insight into a wide variety of applications of 3D printing. There are lots of interviews with people who have or are leveraging additive manufacturing in original and effective ways. The last week of the course also introduces an interesting and seemingly effective framework for design thinking.The reason that I've only rated 3 stars however is that the only useful thing you learn in this course is the design thinking framework. I think that it would be better if these videos were scattered throughout the rest of the specialisation. I do see value in including this material in the specialisation but not as an outright course.,3
3d-printing-applications,This course doesn't contain any new information. It does not teach you but just excitedly shows commonly known facts.There are better ways to invest your time.,1
3d-printing-applications,Great course. I enjoyed learning the material.,4
3d-printing-applications,"Excellent course. Good classes, easy to follow, updated content, high quality videos.",5
3d-printing-applications,It should be merged with course 1,3
3d-printing-applications,Very nutritional course with real world examples that let you understand the potential of 3d printing as an emerging technology.,5
3d-printing-applications,very interesting,5
3d-printing-applications,"Topics related to the economy or business are not something I am good at or enjoy reading about, this course helped me learn a bunch of useful things I would otherwise not have put effort into studying.",4
3d-printing-applications,"I was able to understand materials and devices used in 3d printing, software aspects of 3d printers and get an introductory view of cutting edge applications such as 3d printing in biomedical applications",5
3d-printing-applications,"This course is very interesting, enlightening and a wonderful introduction especially for learners with no prior experience with 3D printing.",5
3d-printing-applications,Great information and videos. Ready for the next step.Gus,5
3d-printing-applications,Well detailed.,5
3d-printing-applications,"If you are interested in having a deeper insight of the 3D printing technology, I recommend this course. There are no prerequisites, all you need is the desire to learn. This course will introduce to to you the different 3D manufacturing methods, and present to you to 3D printing companies that are presently actively. If you want to transitions into the 3D printing field, I believe this course is a good start.",5
3d-printing-applications,Full Individuals speaking,3
3d-printing-applications,It should be less repetitive and full of useful informations about applications.,3
3d-printing-applications,Very good inspirational examples.,5
3d-printing-applications,Great course. It provided a great degree of knowledge about applications and the design process.,5
3d-printing-applications,it could be easily compressed in a two-weeks course.Sometimes interviews are too long for what they need to explain.,3
3d-printing-applications,good introduction into the applications of 3D printing.,3
3d-printing-applications,good overview what you can do with this amazing technology.,5
3d-printing-applications,This session was too long and a little boring. Could be shorter with the related contents.,3
3d-printing-applications,exemplary examples to how 3d Printing can be applied to real world problems.,5
3d-printing-applications,"Great content, I still need to go over it to glean the wealth of information that has been put together here.",5
3d-printing-applications,"Ficou meio parecido com o primeiro curso da especializaÃ§Ã£o, mas mesmo assim vale a pena",5
3d-printing-applications,"While there is some interesting content, particuarly in the last week on design thinking, some of the course topics don't seem to hold together well, and the videos include a lot of monotonous talking heads. While this conveys the benefit of being able to listen to some of the videos without consistently watching, the interview questions asked of speakers are sometimes printed on the screen and not asked verbally. If you're not watching, you miss the questions. I would like to see this course refocused on design thinking for 3D printing, with other applications interspersed as examples rather than constituting the lion's share of the course. I believe that format would both be more engaging and do a better job of delivering skills with more opportunity for practice.",2
3d-printing-applications,"I do not find very interesting this course. too many interviews. It could works for the first course, but not for the second. I was expecting to have more technical material and lessons.",1
3d-printing-applications,"Very good in-depth look at the potential applications for 3D printing. I especially liked the sections on development and education. This class gets you thinking about the potential ramifications of 3D printing and how it can change the economy, both locally and globally.",4
3d-printing-applications,Excellent!,5
3d-printing-applications,"A good course to see the various market and non-profit aspects of 3D printing. Lot of examples and initiatives, a",5
3d-printing-applications,"Excellent course, could do with a little more visual references. Some of the talks are a bit tough to get through since you are watching 2 people. Content still very valuable.",4
3d-printing-applications,"A very complete course, very interesting!",5
3d-printing-applications,Great review of what can be accomplished through 3D printing.,5
3d-printing-applications,Great class!,5
3d-printing-applications,"Super! I did not expect the level of engagement needed to complete the course and it was a very pleasant surprise!Being a layman in the 3D printing revolution, this course really expanded my views on 3D printing.",5
3d-printing-applications,A lot of speaking without any sense. Skip it at all cost,1
3d-printing-revolution,"This is a very basic course on 3D Printing Technology but every aspect of the technology is artistically explained. All the various points of view are considered and a 360 degree idea is passed on to the students.By taking this course, students who are contemplating about their involvement in this revolutionary technology will be able to finally decide their future course of action, which I believe will be positive.In short, this course will provide you a base whereas the further courses, I think (as I haven't taken up the rest of the courses till now but I intend to) will add sufficient value to your knowledge.Regards.",5
3d-printing-revolution,Great course! Thank you!,5
3d-printing-revolution,"Very helpful videos that really takes you into the real world of 3D printing. The interviews with the representatives from various industries in this course helped me understand the importance of 3D printing / additive manufacturing as a convenient tool, and also where to look for related resources.",5
3d-printing-revolution,Great intro! The videos were fantastic and instructors very engaging.,5
3d-printing-revolution,Excellently framed course,5
3d-printing-revolution,"I like the fact that so many leaders of 3D printing came from diverse backgrounds. And they share an infectious spirit of learning and pushing the boundaries of software, hardware and materials science.",5
3d-printing-revolution,Great overview and introduction to 3D printing,5
3d-printing-revolution,"So great! If you want to overview the current situation of 3D printing technology and develop so business on 3D printing, you have to watch this",5
3d-printing-revolution,I thought this was a great high-level intro to the world of 3D printing.,5
3d-printing-revolution,Got new prospects and vision of 3D printing tech,5
3d-printing-revolution,"This was a great course, great implementation and motivation was provided which has definitely increased my enthusiasm and i am really looking forward to other courses to increase my skills.",5
3d-printing-revolution,Excellent course. Very well presented. I enjoyed not only the instruction sessions but also the interviews with other specialists in this fascinating field. A great course to inspire one to continue pursuing this as a career.,5
3d-printing-revolution,Very informative an approachable course. I really like the way Aric presents the information. I am excited to complete the rest of the Specialization.,5
3d-printing-revolution,very good!,5
3d-printing-revolution,good introduction!!!,4
3d-printing-revolution,The best course for beginners.,5
3d-printing-revolution,Thanks for the course! It has opened me to the world of 3D printing - on when did it start and where it is now. :),4
3d-printing-revolution,This was a great course! Aric Rindfleisch encourages enthusiasm on this new techology revolution. It gave me the fundamental basics on the matter. Furthermore now I am more interested on 3D printing than I was before starting the course. I surely follow the following Illinois University courses on 3D Printing!,5
3d-printing-revolution,"Great intro to 3D printing and the many, many ways it can be used.",5
3d-printing-revolution,Good experience to start with,4
3d-printing-revolution,Gives a nice over view about what is 3d printing.,5
3d-printing-revolution,This course change me the views on 3D printing and their revolution.,5
3d-printing-revolution,Have got a great insight towards 3D Printing.,5
3d-printing-revolution,Excelent! Lots of information and really interesting interviews. Plus Aric Rindfleisch is extremely clear in the lectures. Congratulations.,5
3d-printing-revolution,"Wow ! Learning is so easy here, bring your innovation to reality , please join this course , Highly recommended !!!!",5
3d-printing-revolution,"This is a great introduction to 3D printing. It covers the basics of different 3D printing technologies, from desktop to industrial hardware. It shows the resources and services available to utilise 3D printing effectively. It provides interviews with entrepreneurs and others in industry which are using this technology.",5
3d-printing-revolution,This course doesn't contain any new information. It does not teach you but just excitedly shows commonly known facts.There are better ways to invest your time.,1
3d-printing-revolution,"Fred J FeilerNov 20, 05:49 PSTChat started: 2016-11-20 01:37 PM UTC(01:37:50 PM) Fred J Feiler: We need a start date for 3D Printing Software course. The learners are concerned that this course will never happen even for those who have been enrolled since June 2016.(01:38:52 PM) Coursera Support: Thanks for reaching out to us! Someone will be right with you.(01:39:38 PM) *** Jessy joined the chat ***(01:39:54 PM) Jessy: Thanks for reaching out to us. Iâ€™d be more than happy to help you today.(01:40:29 PM) Jessy: I am very sorry for the inconveniences.(01:40:40 PM) Jessy: Please allow me a moment while I take a look into this for you Fred.(01:40:59 PM) Fred J Feiler: Thanks(01:44:54 PM) Fred J Feiler: I enrolled in the five course specialization. My momentum is at a standstill so if this course is delayed Iâ€™ll look for something better.(01:46:05 PM) Jessy: I am very sorry for the inconveniences Fred, I checked and that course does not have sessions available yet.(01:46:16 PM) Jessy: It looks like we will need some time to look into this issue further. I am going to escalate this to our support specialists so they can further investigate. This means that I will be ending this chat and it will become a support ticket email. You will receive an email transcript of our chat for your records, and someone from our support team will review our chat and email you with updates as soon as possible.(01:47:18 PM) Fred J Feiler: OK, thank you!",4
3d-printing-revolution,Excellent introduction of 3D printing. The course is well designed and engaging. Looking forward to the other courses in the series.,5
3d-printing-revolution,nice,5
3d-printing-revolution,"This course was fantastic, I learned so much from it, and I am so excited to continue this track!",5
3d-printing-revolution,Great course. Can't wait for the next one to start,5
3d-printing-revolution,Not according what I expected,3
3d-printing-revolution,Great experience!,5
3d-printing-revolution,good,5
3d-printing-revolution,2 thumbs up learned something that I have never learnt before.,5
3d-printing-revolution,Great course to start with 3D printing technology.,5
3d-printing-revolution,Great Introduction to the 3d printing world,5
3d-printing-revolution,a very good introductory course. as a novice in 3d printing it helped me a lot understanding the basics of 3d printing.,5
3d-printing-revolution,Good place to start if you don't know anything about 3D printing.,5
3d-printing-revolution,Very complete and extensive.The weeks actually take weeks to complete!,5
3d-printing-revolution,Thank you so much!,5
3d-printing-revolution,"Excellent information covered, very understandable with practical examples and great professors.",5
3d-printing-revolution,Very interesting course!,5
3d-printing-revolution,A very comprehensive and total introduction to basic concepts of 3d printing,5
3d-printing-revolution,"Excellent course, really lloking forward for the rest of the specialization!",5
3d-printing-revolution,Suberb introducition into 3d printing idea and usage,5
3d-printing-revolution,E,5
3d-printing-revolution,"I really liked The 3D Printing Revolution course. It's easy to understand, you don't need any background knowledge, but you will find out so much about this topic - including materials that are used, technologies, 3D printing companies... Also, the materials cover history and the future of 3D printing. It's a great introductory course and the instructor (and the guests) are amazing. I recommend it!",5
3d-printing-revolution,Nice introduction to 3D for absolute beginners. Very interesting interviews entrepreneurs.,4
3d-printing-revolution,Great course! The fundamentals were covered and I am excited to take the next course.,5
3d-printing-revolution,"It's mostly very basic stuff, but even then it introduced me to concepts I wasn't aware of.",4
3d-printing-revolution,"Great thanks for Dr.aric ,who has a smiley face ,If any one enrolled this course ,he would get a great knowledge and usefull information about 3d printing or addtive manufacturing ,throw a simple & exciting videos ,not only that ,you would get another benefits not only information about 3d priting ,like ,getting knowledge of many companies from the inside ,see stories of successfull people which achieves you to keep up with your work ,meet with your colleagues and make new friends ,and finally grow up your english skills ,like listening and grow up your vocabulary .....Great thaks for coursera team ,it's our pleasure to learn with you ........",5
3d-printing-revolution,Very nice introduction about 3D printing! I love it!,5
3d-printing-revolution,IT IS PERFECT,5
3d-printing-revolution,"Good introductory course, just a little bit to short for my like.Gus",4
3d-printing-revolution,I can't just not to rate this as I really enjoyed it to the max,5
3d-printing-revolution,"Great course. A must for every individual who has some idea about it and even if you don't, Aric and his team will guide you throughout this wonderful technique.",5
3d-printing-revolution,great course for learning about 3d printing and seeing where the technology has gottten to. I will be pursueing the rest of this capstone.,5
3d-printing-revolution,"Do not hesitate to enroll, it's a brain storming course & I like the way of the teaching here!",5
3d-printing-revolution,Great course delivery by the instructor! Great opportunity to meet great people! To me it was like a real journey! The course gave me a clear understanding of 3D printing in high level. Looking forward to get in -depth knowledge from further courses! I would highly recommend this course to those who wish to know about 3D printing!,5
3d-printing-revolution,It provides not only a good overview about 3D Printing but stimulates people who attend it to look for more. Great course to start the journe,4
3d-printing-revolution,"Geeat it give the confidence to unleash my creativity. And now I see the world with different eyes, with great opportunities to create or customize objects in 3D.",5
3d-printing-revolution,A very good introductory course in 3D Printing for everybody at every level.,5
3d-printing-revolution,Mind-blowing course!,5
3d-printing-revolution,Great introduction,5
3d-printing-revolution,I like the course. Pretty concise and straight forward. Highly recommended.,4
3d-printing-revolution,Eye and mind opening course.,5
3d-printing-revolution,Eyesopening,5
3d-printing-revolution,good introduction to 3D printing,3
3d-printing-revolution,"Very good introduction to the subject, instructor never looses the attention with new topics and examples.",5
3d-printing-revolution,fluent and fun course,5
3d-printing-revolution,Ã“tima introduÃ§Ã£o!,5
3d-printing-revolution,"Great introduction, even for people who will not pursue completion of the full specialisation.",5
3d-printing-revolution,perfect introduction to the 3D printing world!,5
3d-printing-revolution,"Amazing! Very interactive, engaging and comprehensive.",5
3d-printing-revolution,Excellent introduction to 3D printing.,5
3d-printing-revolution,"Great content, the videos and talks are very motivating and they give an exciting overview of the subject. Thanks for the great work.",5
3d-printing-revolution,Great class!,5
3d-printing-revolution,very interactive and reflective course highly recommended.,5
3d-printing-revolution,a very good overview that makes you long for,5
3d-printing-revolution,"If you know little or nothing about additive, and it sounds interesting, this is a good place to start!",4
3d-printing-revolution,"An excellent course to start with, if you are completely new to 3D printing. Easy-to-understand language, very little special tech-talk, so the course is suitable for virtually anybody. t is true that you do not need to be a tech genius to get acquanted with the world of 3D printing!",5
3d-printing-revolution,"A good course, please provide more practice quiz in depth.",4
3d-printing-revolution,Simply very interesting.,5
3d-printing-revolution,Its a nice brief introduction about 3-D Printing technology.,5
3d-printing-revolution,Very good and helpful introduction to 3D Printing,5
3d-printing-revolution,Great Class!,5
3d-printing-revolution,brilliant,5
3d-printing-revolution,it's a very good an easy to understand first inmersion in the world of 3d printing,5
3d-printing-revolution,"It was exactly like the lecturer said it would be like.The only hard part is the last part, where we had to actually remix an existing 3D model .I think this part of the lecturer video should have had an in depth look at how to use the 3D app.Nevertheless the course was good I learnt a lot of new stuff and not to give out any spoilers.....Its worth it.",5
3d-printing-revolution,A good Introduction to 3D printing.,4
3d-printing-revolution,Great information about 3d printing. It helps you to understand what is the current scope of this technology and how you can start.,5
3d-printing-revolution,"I didn't really care about the stories from the students or seeing the space for one whole lecture video. It's clear that Ultimaker is the sponsor, but it felt like a commercial. I want to learn more.",2
3d-printing-revolution,It's fantastic,5
3d-printing-revolution,Great class,5
3d-printing-revolution,"This first course has been an excellent overview of the field. Easy to follow and brought everything into ""perspective"" . Eagerly looking forward to the next course.",5
3d-printing-revolution,Excellent course! Very thorough introduction and has only peaked my curiosity to go further in understanding this powerful technology!,5
3d-printing-revolution,"The course was great! I think its a great point to start in 3d printing, it has lot of information, links, interviews and it easy to understand. Keep up the good work!!!",5
3d-printing-revolution,Very useful for understanding the basics of 3D printing technology.,5
3d-printing-revolution,"This is a fantastic course, even if you've never before heard of 3D printing or you've been using a 3D printer for a while, and I'd highly recommend it to anyone interested in technology or futuristic concepts.The videos in this course are very engaging. There are a plethora of interviews with people who are involved with the 3D printing industry, who discuss specific topics in 3D printing, and each offer their views on the future of 3D printing. All the different opinions and perspectives really helped me understand the importance of 3D printing at both an industry and consumer level. Considering this is an introductory course, it's very thorough, and it consolidates and summarizes information that might take you ages to glean off the internet. Even though I had a 3D printer before I took this course, I learned a lot!",5
3d-printing-revolution,Very good intro to 3d printed.,5
3d-printing-revolution,"I enjoyed this class very much. All the content was very easy to understand and follow. I love the fact that I can pick up the materials on my phone or table through the app! Is very convenient. Before this class I had no idea 3D printing had been around for so long, I thought it was someone newer, it's amazing to see all the different applications it can be use for.",5
3d-printing-revolution,It's not a course... this is a very short general introduction to 3D Printing,1
3d-printing-revolution,"Hello!My name is Ahmed from Egypt, I am 3D Hubs Mayor. I think it's The first course in the internet which will give you the opportunity to know a lot of things about 3D Printing so stay tuned and register now if you interested in 3D printing.Cheers,",5
3d-printing-revolution,El curso es muy bueno!!! Practico y fÃ¡cil de seguir.,5
3d-printing-revolution,"Pour avoir parcouru les deux premiers chapitres, je trouve que le contenu est riche, plutÃ´t didactique. Les interlocuteurs choisis sont des personnes pertinentes, reconnues dans leur domaine. J'ai hÃ¢te de dÃ©couvrir la suite ...",5
3d-printing-revolution,This is a great introduction to 3d printing and the maker movement. Things I thought I knew were corrected and resources I never knew about were introduced. Very worthwhile,5
3d-printing-revolution,Good information but way too short for what Coursera charges.,3
3d-printing-revolution,I love course.,5
3d-printing-revolution,Practically oriented and brilliantly organized!,5
3d-printing-revolution,It was a perfect introductory course for those who really want to learn something about 3D-Printing. I loved it..,5
3d-printing-revolution,"Best place to get yourself up-to-date with the ""state-of-the-art"" in 3D printing. I really liked 'The Revolutionaries' section where you get exposure to all the inter-disciplinary ideas floating around in the 3D Printing landscape.",5
3d-printing-revolution,"Thank you for this course, very good course.",5
3d-printing-revolution,"I am very glad to see courses like this one on Coursera. The course itself is well structured and contains a lot of useful information and that is exactly what I needed in one place.My only complaint is the price of the course - I think it is a bit expensive especially for this first part of the specialisation - it is an introductory two week course with a lot of advertising...Â£40..common..are you serious?? A lot of people will buy personal 3D printers or kits after the course, some of them will make a decision to buy a 3D printer for a company they work for (as myself), Fusion 360 subscriptions etc. These companies should sponsor such courses to make them more affordable - it is their interest.I made several courses on Coursera already (Mechanical and Electrical Engineering), they were 5 to 8 weeks and comprised a lot of quite hard work from mentors and students and were only Â£32 for certificate.I like the idea of this specialisation but I decided not to pay for the certificate because of its price. Although I am very happy to have access to the courses and I thank you for you effort!",4
3d-printing-revolution,This is a really great introductory course on 3D printing. I was completely new to the subject and in just two short modules both the basic techniques and some modern day applications were explained in a really clear and engaging manner.I was also really interested to learn about the business examples that made use of these new technologies.Recommended for anyone who is interested in new and exciting techniques!,5
3d-printing-revolution,Great endeavor! You can now learn about the 3D printing technology at your own place.,5
3d-printing-software,"Thank you so much Jeff, iy was usefull course, i think it needs to extend the material and learning's period.Thank you so much!!!",4
3d-printing-software,Very excellent class. Lots of great information.,5
